Language,PSA_ID,Subject,Match,V_RT,V_Acc
Arabic,ARE_002,osweb_ARE_002_2888,Y,636,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_2890,N,379,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_2890,Y,502.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3006,N,416,0.75
Arabic,ARE_002,osweb_ARE_002_3006,Y,413.5,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_3019,N,607.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3019,Y,582.5,1
Arabic,ARE_002,osweb_ARE_002_3026,N,681.5,1
Arabic,ARE_002,osweb_ARE_002_3026,Y,720,1
Arabic,ARE_002,osweb_ARE_002_3042,N,716.5,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_3042,Y,574,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3061,N,482,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3061,Y,413.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3070,N,1374,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3070,Y,941.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3072,N,556.5,1
Arabic,ARE_002,osweb_ARE_002_3072,Y,460.5,1
Arabic,ARE_002,osweb_ARE_002_3073,N,534,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_3073,Y,642,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_3312,N,908,0.75
Arabic,ARE_002,osweb_ARE_002_3312,Y,968,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4281,N,450.5,1
Arabic,ARE_002,osweb_ARE_002_4281,Y,481,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4284,N,362.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4284,Y,278.5,1
Arabic,ARE_002,osweb_ARE_002_4286,N,285.5,1
Arabic,ARE_002,osweb_ARE_002_4286,Y,297.5,1
Arabic,ARE_002,osweb_ARE_002_4287,N,278,1
Arabic,ARE_002,osweb_ARE_002_4287,Y,365.5,1
Arabic,ARE_002,osweb_ARE_002_4288,N,242.5,1
Arabic,ARE_002,osweb_ARE_002_4288,Y,246,1
Arabic,ARE_002,osweb_ARE_002_4289,N,645,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_4289,Y,634.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4294,N,666,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4294,Y,627.5,1
Arabic,ARE_002,osweb_ARE_002_4319,N,616.5,1
Arabic,ARE_002,osweb_ARE_002_4319,Y,703,1
Arabic,ARE_002,osweb_ARE_002_4323,N,710.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4323,Y,751,1
Arabic,ARE_002,osweb_ARE_002_4337,N,549.5,1
Arabic,ARE_002,osweb_ARE_002_4337,Y,620.5,1
Arabic,ARE_002,osweb_ARE_002_4365,N,998,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4365,Y,1074,1
Arabic,ARE_002,osweb_ARE_002_4421,N,339,1
Arabic,ARE_002,osweb_ARE_002_4421,Y,423.5,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4422,N,324.5,1
Arabic,ARE_002,osweb_ARE_002_4422,Y,445,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4449,N,1111,0.9166666666666666
Arabic,ARE_002,osweb_ARE_002_4449,Y,1269.5,0.6666666666666666
Arabic,ARE_002,osweb_ARE_002_4462,N,597.5,1
Arabic,ARE_002,osweb_ARE_002_4462,Y,659,1
Arabic,ARE_002,osweb_ARE_002_4464,N,584,0.8333333333333334
Arabic,ARE_002,osweb_ARE_002_4464,Y,705.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_3413,N,548.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_3413,Y,502,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_3417,N,640.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_3417,Y,656.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4086,N,585.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4086,Y,844,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4436,N,676.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4436,Y,747.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4458,N,472,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4458,Y,582,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_4466,N,494.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4466,Y,525.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4469,N,805,0.6666666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4469,Y,1008,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_4473,N,561.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4473,Y,628,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4488,N,603.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4488,Y,566.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_4501,N,633,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4501,Y,638,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4502,N,724.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4502,Y,669.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4543,N,578.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4543,Y,604.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4546,N,667.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_4546,Y,625,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4548,N,719,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4548,Y,570.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4563,N,799.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4563,Y,852,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4564,N,517,0.75
Brazilian Portuguese,BRA_003,osweb_BRA_003_4564,Y,503.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4680,N,619,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4680,Y,643,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_4933,N,988,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_4933,Y,1034.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5104,N,933.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5104,Y,932,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5117,N,658,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5117,Y,699.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5157,N,678,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5157,Y,617,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5158,N,529,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5158,Y,536,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5160,N,1004.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5160,Y,1061,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5161,N,402,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5161,Y,391,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5163,N,781,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5163,Y,760.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5164,N,763.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5164,Y,774.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5168,N,482,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5168,Y,605,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5170,N,495.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5170,Y,547.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5173,N,758,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5173,Y,701.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5205,N,622,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5205,Y,562,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5225,N,485.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5225,Y,546.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5227,N,636,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5227,Y,474.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5231,N,546,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5231,Y,581.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5232,N,649.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5232,Y,556,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5237,N,534,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5237,Y,547,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5252,N,593.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5252,Y,587.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5272,N,873,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5272,Y,955.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5279,N,850,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5279,Y,983,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5299,N,928.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5299,Y,854,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5314,N,629.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5314,Y,579.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5323,N,466.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5323,Y,456.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5325,N,585.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5325,Y,737.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5336,N,717.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5336,Y,763.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5341,N,750,0.75
Brazilian Portuguese,BRA_003,osweb_BRA_003_5341,Y,768.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5356,N,921.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5356,Y,654.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5366,N,892,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5366,Y,745.5,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5374,N,1003.5,0.8333333333333334
Brazilian Portuguese,BRA_003,osweb_BRA_003_5374,Y,1080.5,0.75
Brazilian Portuguese,BRA_003,osweb_BRA_003_5375,N,754.5,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5375,Y,726,1
Brazilian Portuguese,BRA_003,osweb_BRA_003_5383,N,979,0.9166666666666666
Brazilian Portuguese,BRA_003,osweb_BRA_003_5383,Y,1206,0.6666666666666666
English,AUS_091,osweb_AUS_091_1000,N,501,0.8333333333333334
English,AUS_091,osweb_AUS_091_1000,Y,663,1
English,AUS_091,osweb_AUS_091_1001,N,533.5,1
English,AUS_091,osweb_AUS_091_1001,Y,469.5,1
English,AUS_091,osweb_AUS_091_1003,N,421,1
English,AUS_091,osweb_AUS_091_1003,Y,551,1
English,AUS_091,osweb_AUS_091_1006,N,741,0.8333333333333334
English,AUS_091,osweb_AUS_091_1006,Y,654.5,1
English,AUS_091,osweb_AUS_091_1012,N,606.5,1
English,AUS_091,osweb_AUS_091_1012,Y,482.5,1
English,AUS_091,osweb_AUS_091_1013,N,582.5,1
English,AUS_091,osweb_AUS_091_1013,Y,574,1
English,AUS_091,osweb_AUS_091_1014,N,563.5,1
English,AUS_091,osweb_AUS_091_1014,Y,504.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1015,N,744,1
English,AUS_091,osweb_AUS_091_1015,Y,1034,0.9166666666666666
English,AUS_091,osweb_AUS_091_1021,N,720,1
English,AUS_091,osweb_AUS_091_1021,Y,530.5,1
English,AUS_091,osweb_AUS_091_1023,N,576,1
English,AUS_091,osweb_AUS_091_1023,Y,537,1
English,AUS_091,osweb_AUS_091_1025,N,471,1
English,AUS_091,osweb_AUS_091_1025,Y,668,0.9166666666666666
English,AUS_091,osweb_AUS_091_1026,N,545.5,1
English,AUS_091,osweb_AUS_091_1026,Y,514,1
English,AUS_091,osweb_AUS_091_1032,N,550,0.9166666666666666
English,AUS_091,osweb_AUS_091_1032,Y,644.5,1
English,AUS_091,osweb_AUS_091_1033,N,630.5,0.75
English,AUS_091,osweb_AUS_091_1033,Y,557,0.9166666666666666
English,AUS_091,osweb_AUS_091_1037,N,717,0.75
English,AUS_091,osweb_AUS_091_1037,Y,682.5,0.75
English,AUS_091,osweb_AUS_091_1039,N,547.5,1
English,AUS_091,osweb_AUS_091_1039,Y,544.5,1
English,AUS_091,osweb_AUS_091_1044,N,696.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1044,Y,727.5,1
English,AUS_091,osweb_AUS_091_1045,N,490.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1045,Y,497,0.8333333333333334
English,AUS_091,osweb_AUS_091_1049,N,669,0.9166666666666666
English,AUS_091,osweb_AUS_091_1049,Y,687.5,1
English,AUS_091,osweb_AUS_091_1050,N,550,0.9166666666666666
English,AUS_091,osweb_AUS_091_1050,Y,642,1
English,AUS_091,osweb_AUS_091_1053,N,572.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1053,Y,523,0.9166666666666666
English,AUS_091,osweb_AUS_091_1054,N,649,0.8333333333333334
English,AUS_091,osweb_AUS_091_1054,Y,714.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1058,N,644,1
English,AUS_091,osweb_AUS_091_1058,Y,712,1
English,AUS_091,osweb_AUS_091_1064,N,894.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1064,Y,726,0.9166666666666666
English,AUS_091,osweb_AUS_091_1065,N,537.5,1
English,AUS_091,osweb_AUS_091_1065,Y,615,0.8333333333333334
English,AUS_091,osweb_AUS_091_1067,N,536,0.9166666666666666
English,AUS_091,osweb_AUS_091_1067,Y,540.5,1
English,AUS_091,osweb_AUS_091_1071,N,382,1
English,AUS_091,osweb_AUS_091_1071,Y,370,0.8333333333333334
English,AUS_091,osweb_AUS_091_1072,N,1596,0.9166666666666666
English,AUS_091,osweb_AUS_091_1072,Y,1415,0.9166666666666666
English,AUS_091,osweb_AUS_091_1073,N,574,1
English,AUS_091,osweb_AUS_091_1073,Y,551,0.9166666666666666
English,AUS_091,osweb_AUS_091_1075,N,1037.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1075,Y,1210,0.9166666666666666
English,AUS_091,osweb_AUS_091_1076,N,391.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1076,Y,455,1
English,AUS_091,osweb_AUS_091_1079,N,566,0.9166666666666666
English,AUS_091,osweb_AUS_091_1079,Y,568.5,1
English,AUS_091,osweb_AUS_091_1082,N,393,1
English,AUS_091,osweb_AUS_091_1082,Y,445,1
English,AUS_091,osweb_AUS_091_1086,N,624.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1086,Y,567.5,1
English,AUS_091,osweb_AUS_091_1103,N,699.5,1
English,AUS_091,osweb_AUS_091_1103,Y,612.5,1
English,AUS_091,osweb_AUS_091_1106,N,586,0.9166666666666666
English,AUS_091,osweb_AUS_091_1106,Y,583,0.75
English,AUS_091,osweb_AUS_091_1131,N,638,1
English,AUS_091,osweb_AUS_091_1131,Y,573,0.9166666666666666
English,AUS_091,osweb_AUS_091_1133,N,516.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1133,Y,458,1
English,AUS_091,osweb_AUS_091_1183,N,444,1
English,AUS_091,osweb_AUS_091_1183,Y,601,0.9166666666666666
English,AUS_091,osweb_AUS_091_1184,N,536.5,1
English,AUS_091,osweb_AUS_091_1184,Y,687.5,1
English,AUS_091,osweb_AUS_091_1185,N,990,1
English,AUS_091,osweb_AUS_091_1185,Y,1066.5,1
English,AUS_091,osweb_AUS_091_1186,N,768.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1186,Y,762,1
English,AUS_091,osweb_AUS_091_1189,N,597,0.9166666666666666
English,AUS_091,osweb_AUS_091_1189,Y,531,1
English,AUS_091,osweb_AUS_091_1192,N,703.5,0.75
English,AUS_091,osweb_AUS_091_1192,Y,485,1
English,AUS_091,osweb_AUS_091_1195,N,564,0.8333333333333334
English,AUS_091,osweb_AUS_091_1195,Y,413,1
English,AUS_091,osweb_AUS_091_1197,N,629,1
English,AUS_091,osweb_AUS_091_1197,Y,437,0.9166666666666666
English,AUS_091,osweb_AUS_091_1202,N,440.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1202,Y,459,0.6666666666666666
English,AUS_091,osweb_AUS_091_1206,N,522,0.9166666666666666
English,AUS_091,osweb_AUS_091_1206,Y,520,1
English,AUS_091,osweb_AUS_091_1207,N,688,1
English,AUS_091,osweb_AUS_091_1207,Y,673,0.9166666666666666
English,AUS_091,osweb_AUS_091_1211,N,566,1
English,AUS_091,osweb_AUS_091_1211,Y,569,1
English,AUS_091,osweb_AUS_091_1215,N,506,0.9166666666666666
English,AUS_091,osweb_AUS_091_1215,Y,520,0.9166666666666666
English,AUS_091,osweb_AUS_091_1216,N,1197.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1216,Y,1182,1
English,AUS_091,osweb_AUS_091_1217,N,449,0.8333333333333334
English,AUS_091,osweb_AUS_091_1217,Y,458,1
English,AUS_091,osweb_AUS_091_1218,N,543.5,1
English,AUS_091,osweb_AUS_091_1218,Y,577.5,1
English,AUS_091,osweb_AUS_091_1219,N,617.5,1
English,AUS_091,osweb_AUS_091_1219,Y,620,1
English,AUS_091,osweb_AUS_091_1220,N,409.5,1
English,AUS_091,osweb_AUS_091_1220,Y,444.5,1
English,AUS_091,osweb_AUS_091_1221,N,595.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1221,Y,552.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1227,N,591,0.9166666666666666
English,AUS_091,osweb_AUS_091_1227,Y,599.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1228,N,454,0.9166666666666666
English,AUS_091,osweb_AUS_091_1228,Y,442,1
English,AUS_091,osweb_AUS_091_1229,N,665.5,1
English,AUS_091,osweb_AUS_091_1229,Y,674,1
English,AUS_091,osweb_AUS_091_1231,N,387,1
English,AUS_091,osweb_AUS_091_1231,Y,384,1
English,AUS_091,osweb_AUS_091_1237,N,607.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1237,Y,621,0.9166666666666666
English,AUS_091,osweb_AUS_091_1238,N,543,0.9166666666666666
English,AUS_091,osweb_AUS_091_1238,Y,715,0.75
English,AUS_091,osweb_AUS_091_1245,N,463,1
English,AUS_091,osweb_AUS_091_1245,Y,524,0.9166666666666666
English,AUS_091,osweb_AUS_091_1246,N,741,1
English,AUS_091,osweb_AUS_091_1246,Y,709,1
English,AUS_091,osweb_AUS_091_1248,N,502,1
English,AUS_091,osweb_AUS_091_1248,Y,493.5,1
English,AUS_091,osweb_AUS_091_1249,N,593,0.9166666666666666
English,AUS_091,osweb_AUS_091_1249,Y,639.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1250,N,689,1
English,AUS_091,osweb_AUS_091_1250,Y,706,1
English,AUS_091,osweb_AUS_091_1256,N,455.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1256,Y,438.5,0.75
English,AUS_091,osweb_AUS_091_1264,N,521,1
English,AUS_091,osweb_AUS_091_1264,Y,707.5,1
English,AUS_091,osweb_AUS_091_1265,N,597.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1265,Y,664.5,0.8333333333333334
English,AUS_091,osweb_AUS_091_1266,N,631.5,1
English,AUS_091,osweb_AUS_091_1266,Y,675,1
English,AUS_091,osweb_AUS_091_1271,N,515.5,1
English,AUS_091,osweb_AUS_091_1271,Y,577,0.8333333333333334
English,AUS_091,osweb_AUS_091_1273,N,502,1
English,AUS_091,osweb_AUS_091_1273,Y,495,0.9166666666666666
English,AUS_091,osweb_AUS_091_1275,N,611.5,1
English,AUS_091,osweb_AUS_091_1275,Y,454.5,0.9166666666666666
English,AUS_091,osweb_AUS_091_1279,N,646,1
English,AUS_091,osweb_AUS_091_1279,Y,520,0.9166666666666666
English,AUS_091,osweb_AUS_091_1280,N,526,0.75
English,AUS_091,osweb_AUS_091_1280,Y,487,0.8333333333333334
English,AUS_091,osweb_AUS_091_1286,N,530,0.9166666666666666
English,AUS_091,osweb_AUS_091_1286,Y,605,1
English,AUS_091,osweb_AUS_091_1290,N,635,0.9166666666666666
English,AUS_091,osweb_AUS_091_1290,Y,623,1
English,AUS_091,osweb_AUS_091_1291,N,604.5,1
English,AUS_091,osweb_AUS_091_1291,Y,671.5,1
English,AUS_091,osweb_AUS_091_1292,N,497.5,1
English,AUS_091,osweb_AUS_091_1292,Y,438.5,1
English,AUS_091,osweb_AUS_091_1295,N,530,1
English,AUS_091,osweb_AUS_091_1295,Y,502.5,1
