Language,PSA_ID,Subject,Match,V_RT,V_Acc
English,USA_032,site_USA_032_31,N,554.5,0.9166666666666666
English,USA_032,site_USA_032_31,Y,505,1
English,USA_032,site_USA_032_32,N,455,1
English,USA_032,site_USA_032_32,Y,473.5,0.9166666666666666
English,USA_032,site_USA_032_33,N,842,1
English,USA_032,site_USA_032_33,Y,849,1
English,USA_032,site_USA_032_34,N,553.5,0.8333333333333334
English,USA_032,site_USA_032_34,Y,633.5,1
English,USA_032,site_USA_032_35,N,529,1
English,USA_032,site_USA_032_35,Y,505,1
English,USA_032,site_USA_032_36,N,554.5,0.8333333333333334
English,USA_032,site_USA_032_36,Y,458,1
English,USA_032,site_USA_032_37,N,713.5,1
English,USA_032,site_USA_032_37,Y,738,1
English,USA_032,site_USA_032_38,N,602,0.9166666666666666
English,USA_032,site_USA_032_38,Y,560.5,0.75
English,USA_032,site_USA_032_39,N,553.5,0.9166666666666666
English,USA_032,site_USA_032_39,Y,481.5,1
English,USA_032,site_USA_032_4,N,545,1
English,USA_032,site_USA_032_4,Y,537.5,1
English,USA_032,site_USA_032_40,N,481.5,1
English,USA_032,site_USA_032_40,Y,521,1
English,USA_032,site_USA_032_41,N,633,1
English,USA_032,site_USA_032_41,Y,609.5,1
English,USA_032,site_USA_032_42,N,505,0.9166666666666666
English,USA_032,site_USA_032_42,Y,458,0.9166666666666666
English,USA_032,site_USA_032_43,N,897.5,1
English,USA_032,site_USA_032_43,Y,905.5,0.8333333333333334
English,USA_032,site_USA_032_44,N,505.5,0.9166666666666666
English,USA_032,site_USA_032_44,Y,457.5,1
English,USA_032,site_USA_032_45,N,577.5,1
English,USA_032,site_USA_032_45,Y,649.5,1
English,USA_032,site_USA_032_46,N,602,1
English,USA_032,site_USA_032_46,Y,673,1
English,USA_032,site_USA_032_47,N,594,1
English,USA_032,site_USA_032_47,Y,521.5,1
English,USA_032,site_USA_032_48,N,408,0.75
English,USA_032,site_USA_032_48,Y,401.5,0.8333333333333334
English,USA_032,site_USA_032_49,N,753.5,1
English,USA_032,site_USA_032_49,Y,714,1
English,USA_032,site_USA_032_5,N,466,1
English,USA_032,site_USA_032_5,Y,457.5,1
English,USA_032,site_USA_032_50,N,514,0.9166666666666666
English,USA_032,site_USA_032_50,Y,489.5,1
English,USA_032,site_USA_032_51,N,617,1
English,USA_032,site_USA_032_51,Y,673.5,1
English,USA_032,site_USA_032_6,N,634,0.9166666666666666
English,USA_032,site_USA_032_6,Y,609.5,1
English,USA_032,site_USA_032_7,N,489.5,1
English,USA_032,site_USA_032_7,Y,520.5,0.9166666666666666
English,USA_032,site_USA_032_8,N,817,0.9166666666666666
English,USA_032,site_USA_032_8,Y,865,0.9166666666666666
English,USA_032,site_USA_032_9,N,600,0.5833333333333334
English,USA_032,site_USA_032_9,Y,560,0.8333333333333334
English,USA_033,site_USA_033_1,N,705.5,1
English,USA_033,site_USA_033_1,Y,725,1
English,USA_033,site_USA_033_11,N,749,1
English,USA_033,site_USA_033_11,Y,757.5,1
English,USA_033,site_USA_033_12,N,513.5,1
English,USA_033,site_USA_033_12,Y,504.5,1
English,USA_033,site_USA_033_14,N,488.5,1
English,USA_033,site_USA_033_14,Y,449,0.9166666666666666
English,USA_033,site_USA_033_15,N,644,1
English,USA_033,site_USA_033_15,Y,569,1
English,USA_033,site_USA_033_17,N,509,1
English,USA_033,site_USA_033_17,Y,492,1
English,USA_033,site_USA_033_18,N,665,1
English,USA_033,site_USA_033_18,Y,725,0.9166666666666666
English,USA_033,site_USA_033_22,N,804.5,0.9166666666666666
English,USA_033,site_USA_033_22,Y,590,0.9166666666666666
English,USA_033,site_USA_033_24,N,677,0.8333333333333334
English,USA_033,site_USA_033_24,Y,692.5,0.9166666666666666
English,USA_033,site_USA_033_25,N,478.5,0.9166666666666666
English,USA_033,site_USA_033_25,Y,449,1
English,USA_033,site_USA_033_26,N,753,1
English,USA_033,site_USA_033_26,Y,661,1
English,USA_033,site_USA_033_27,N,621,1
English,USA_033,site_USA_033_27,Y,689,0.9166666666666666
English,USA_033,site_USA_033_28,N,584.5,0.9166666666666666
English,USA_033,site_USA_033_28,Y,573.5,1
English,USA_033,site_USA_033_3,N,433,0.9166666666666666
English,USA_033,site_USA_033_3,Y,433,1
English,USA_033,site_USA_033_32,N,792.5,1
English,USA_033,site_USA_033_32,Y,601.5,1
English,USA_033,site_USA_033_33,N,677,0.9166666666666666
English,USA_033,site_USA_033_33,Y,449,0.9166666666666666
English,USA_033,site_USA_033_35,N,481.5,1
English,USA_033,site_USA_033_35,Y,572.5,0.9166666666666666
English,USA_033,site_USA_033_36,N,669.5,1
English,USA_033,site_USA_033_36,Y,601,0.9166666666666666
English,USA_033,site_USA_033_38,N,565,1
English,USA_033,site_USA_033_38,Y,632.5,1
English,USA_033,site_USA_033_39,N,577,1
English,USA_033,site_USA_033_39,Y,532.5,1
English,USA_033,site_USA_033_46,N,656,1
English,USA_033,site_USA_033_46,Y,685,1
English,USA_033,site_USA_033_47,N,780.5,0.8333333333333334
English,USA_033,site_USA_033_47,Y,964.5,1
English,USA_033,site_USA_033_48,N,725.5,1
English,USA_033,site_USA_033_48,Y,660,1
English,USA_033,site_USA_033_49,N,605.5,1
English,USA_033,site_USA_033_49,Y,700,1
English,USA_033,site_USA_033_5,N,776,0.9166666666666666
English,USA_033,site_USA_033_5,Y,633,1
English,USA_033,site_USA_033_50,N,561.5,0.9166666666666666
English,USA_033,site_USA_033_50,Y,533,1
English,USA_033,site_USA_033_51,N,618,1
English,USA_033,site_USA_033_51,Y,697,0.9166666666666666
English,USA_033,site_USA_033_6,N,589.5,0.8333333333333334
English,USA_033,site_USA_033_6,Y,552.5,0.8333333333333334
English,USA_033,site_USA_033_7,N,613,1
English,USA_033,site_USA_033_7,Y,669.5,1
English,USA_033,site_USA_033_8,N,576.5,1
English,USA_033,site_USA_033_8,Y,556.5,0.9166666666666666
English,USA_033,site_USA_033_9,N,592.5,1
English,USA_033,site_USA_033_9,Y,568.5,1
English,USA_065,site_USA_065_1,N,464,1
English,USA_065,site_USA_065_1,Y,464.5,0.9166666666666666
English,USA_065,site_USA_065_13,N,518.5,1
English,USA_065,site_USA_065_13,Y,511.5,1
English,USA_065,site_USA_065_14,N,509.5,0.9166666666666666
English,USA_065,site_USA_065_14,Y,514.5,0.9166666666666666
English,USA_065,site_USA_065_15,N,540.5,0.9166666666666666
English,USA_065,site_USA_065_15,Y,509.5,1
English,USA_065,site_USA_065_16,N,403.5,1
English,USA_065,site_USA_065_16,Y,473,0.6666666666666666
English,USA_065,site_USA_065_17,N,574,0.9166666666666666
English,USA_065,site_USA_065_17,Y,485.5,1
English,USA_065,site_USA_065_18,N,563.5,0.9166666666666666
English,USA_065,site_USA_065_18,Y,461.5,1
English,USA_065,site_USA_065_19,N,827.5,0.9166666666666666
English,USA_065,site_USA_065_19,Y,749,1
English,USA_065,site_USA_065_20,N,943,0.8333333333333334
English,USA_065,site_USA_065_20,Y,961.5,1
English,USA_065,site_USA_065_21,N,697.5,0.9166666666666666
English,USA_065,site_USA_065_21,Y,576.5,1
English,USA_065,site_USA_065_25,N,414.5,1
English,USA_065,site_USA_065_25,Y,530.5,1
English,USA_065,site_USA_065_26,N,831.5,1
English,USA_065,site_USA_065_26,Y,881.5,0.9166666666666666
English,USA_065,site_USA_065_28,N,462.5,0.8333333333333334
English,USA_065,site_USA_065_28,Y,414,0.9166666666666666
English,USA_065,site_USA_065_3,N,493.5,1
English,USA_065,site_USA_065_3,Y,496.5,0.8333333333333334
English,USA_065,site_USA_065_30,N,499.5,0.75
English,USA_065,site_USA_065_30,Y,532.5,1
English,USA_065,site_USA_065_31,N,585,1
English,USA_065,site_USA_065_31,Y,646.5,1
English,USA_065,site_USA_065_32,N,542,1
English,USA_065,site_USA_065_32,Y,516,1
English,USA_065,site_USA_065_33,N,505.5,1
English,USA_065,site_USA_065_33,Y,530.5,0.8333333333333334
English,USA_065,site_USA_065_36,N,1011.5,0.9166666666666666
English,USA_065,site_USA_065_36,Y,1073.5,0.9166666666666666
English,USA_065,site_USA_065_38,N,695,0.9166666666666666
English,USA_065,site_USA_065_38,Y,855.5,0.9166666666666666
English,USA_065,site_USA_065_39,N,431,1
English,USA_065,site_USA_065_39,Y,408,1
English,USA_065,site_USA_065_4,N,613,0.8333333333333334
English,USA_065,site_USA_065_4,Y,781,0.8333333333333334
English,USA_065,site_USA_065_40,N,414.5,1
English,USA_065,site_USA_065_40,Y,494,0.9166666666666666
English,USA_065,site_USA_065_41,N,441,1
English,USA_065,site_USA_065_41,Y,506,0.75
English,USA_065,site_USA_065_42,N,393,0.9166666666666666
English,USA_065,site_USA_065_42,Y,407.5,0.9166666666666666
English,USA_065,site_USA_065_43,N,850.5,1
English,USA_065,site_USA_065_43,Y,715,0.6666666666666666
English,USA_065,site_USA_065_44,N,773.5,1
English,USA_065,site_USA_065_44,Y,706.5,1
English,USA_065,site_USA_065_5,N,528.5,1
English,USA_065,site_USA_065_5,Y,560.5,0.9166666666666666
English,USA_065,site_USA_065_6,N,595,0.9166666666666666
English,USA_065,site_USA_065_6,Y,623.5,1
English,USA_065,site_USA_065_7,N,555.5,1
English,USA_065,site_USA_065_7,Y,427,1
English,USA_065,site_USA_065_8,N,486,1
English,USA_065,site_USA_065_8,Y,568.5,1
English,USA_065,site_USA_065_9,N,486.5,0.9166666666666666
English,USA_065,site_USA_065_9,Y,477,0.9166666666666666
English,USA_173,site_USA_173_1,N,465.5,0.5833333333333334
English,USA_173,site_USA_173_1,Y,433,0.8333333333333334
English,USA_173,site_USA_173_10,N,585,1
English,USA_173,site_USA_173_10,Y,657,1
English,USA_173,site_USA_173_13,N,641,0.9166666666666666
English,USA_173,site_USA_173_13,Y,673,0.9166666666666666
English,USA_173,site_USA_173_14,N,617.5,1
English,USA_173,site_USA_173_14,Y,521,0.9166666666666666
English,USA_173,site_USA_173_15,N,592.5,0.8333333333333334
English,USA_173,site_USA_173_15,Y,745.5,1
English,USA_173,site_USA_173_16,N,641.5,0.8333333333333334
English,USA_173,site_USA_173_16,Y,576.5,0.9166666666666666
English,USA_173,site_USA_173_19,N,730,0.9166666666666666
English,USA_173,site_USA_173_19,Y,641,0.9166666666666666
English,USA_173,site_USA_173_2,N,696.5,0.9166666666666666
English,USA_173,site_USA_173_2,Y,569.5,0.9166666666666666
English,USA_173,site_USA_173_23,N,529,1
English,USA_173,site_USA_173_23,Y,521.5,0.9166666666666666
English,USA_173,site_USA_173_24,N,585,1
English,USA_173,site_USA_173_24,Y,561.5,1
English,USA_173,site_USA_173_25,N,569.5,1
English,USA_173,site_USA_173_25,Y,489.5,1
English,USA_173,site_USA_173_26,N,753,0.8333333333333334
English,USA_173,site_USA_173_26,Y,825,0.8333333333333334
English,USA_173,site_USA_173_27,N,705,0.9166666666666666
English,USA_173,site_USA_173_27,Y,713,1
English,USA_173,site_USA_173_28,N,857,0.75
English,USA_173,site_USA_173_28,Y,633,0.9166666666666666
English,USA_173,site_USA_173_29,N,609,1
English,USA_173,site_USA_173_29,Y,640.5,1
English,USA_173,site_USA_173_3,N,993,1
English,USA_173,site_USA_173_3,Y,809,0.8333333333333334
English,USA_173,site_USA_173_30,N,536.5,0.9166666666666666
English,USA_173,site_USA_173_30,Y,521,1
English,USA_173,site_USA_173_31,N,705,1
English,USA_173,site_USA_173_31,Y,617.5,1
English,USA_173,site_USA_173_32,N,633.5,0.9166666666666666
English,USA_173,site_USA_173_32,Y,664.5,0.9166666666666666
English,USA_173,site_USA_173_33,N,625,0.9166666666666666
English,USA_173,site_USA_173_33,Y,609.5,0.9166666666666666
English,USA_173,site_USA_173_35,N,537.5,0.9166666666666666
English,USA_173,site_USA_173_35,Y,505,1
English,USA_173,site_USA_173_36,N,633.5,1
English,USA_173,site_USA_173_36,Y,561,1
English,USA_173,site_USA_173_38,N,682,0.9166666666666666
English,USA_173,site_USA_173_38,Y,666,1
English,USA_173,site_USA_173_4,N,785,0.9166666666666666
English,USA_173,site_USA_173_4,Y,969.5,0.8333333333333334
English,USA_173,site_USA_173_5,N,769.5,0.8333333333333334
English,USA_173,site_USA_173_5,Y,681.5,0.6666666666666666
English,USA_173,site_USA_173_6,N,807,1
English,USA_173,site_USA_173_6,Y,919,1
English,USA_173,site_USA_173_7,N,717.5,0.8333333333333334
English,USA_173,site_USA_173_7,Y,696,0.9166666666666666
English,USA_173,site_USA_173_8,N,609,1
English,USA_173,site_USA_173_8,Y,673,1
English,USA_173,site_USA_173_9,N,721,1
English,USA_173,site_USA_173_9,Y,681.5,1
German,AUT_002,site_AUT_002_1,N,641,1
German,AUT_002,site_AUT_002_1,Y,644.5,0.8333333333333334
German,AUT_002,site_AUT_002_10,N,836.5,1
German,AUT_002,site_AUT_002_10,Y,820.5,0.9166666666666666
German,AUT_002,site_AUT_002_100,N,635.5,0.9166666666666666
German,AUT_002,site_AUT_002_100,Y,593,0.9166666666666666
German,AUT_002,site_AUT_002_11,N,516.5,0.9166666666666666
German,AUT_002,site_AUT_002_11,Y,473,1
German,AUT_002,site_AUT_002_12,N,564,1
German,AUT_002,site_AUT_002_12,Y,560.5,0.9166666666666666
German,AUT_002,site_AUT_002_13,N,532.5,1
German,AUT_002,site_AUT_002_13,Y,532,1
German,AUT_002,site_AUT_002_14,N,612.5,1
German,AUT_002,site_AUT_002_14,Y,564.5,0.9166666666666666
German,AUT_002,site_AUT_002_15,N,533,0.8333333333333334
German,AUT_002,site_AUT_002_15,Y,617.5,1
German,AUT_002,site_AUT_002_16,N,561,1
German,AUT_002,site_AUT_002_16,Y,536,0.9166666666666666
German,AUT_002,site_AUT_002_17,N,532.5,1
German,AUT_002,site_AUT_002_17,Y,556,1
German,AUT_002,site_AUT_002_18,N,632,1
German,AUT_002,site_AUT_002_18,Y,669,1
German,AUT_002,site_AUT_002_19,N,513.5,0.8333333333333334
German,AUT_002,site_AUT_002_19,Y,568,0.8333333333333334
German,AUT_002,site_AUT_002_2,N,516,1
German,AUT_002,site_AUT_002_2,Y,488.5,1
German,AUT_002,site_AUT_002_20,N,488.5,1
German,AUT_002,site_AUT_002_20,Y,468.5,0.9166666666666666
German,AUT_002,site_AUT_002_21,N,620.5,1
German,AUT_002,site_AUT_002_21,Y,600.5,1
German,AUT_002,site_AUT_002_22,N,660.5,1
German,AUT_002,site_AUT_002_22,Y,625,1
German,AUT_002,site_AUT_002_23,N,913,0.8333333333333334
German,AUT_002,site_AUT_002_23,Y,NA,89.58333333333333
German,AUT_002,site_AUT_002_24,N,688.5,0.8333333333333334
German,AUT_002,site_AUT_002_24,Y,548.5,1
German,AUT_002,site_AUT_002_25,N,588.5,1
German,AUT_002,site_AUT_002_25,Y,689.5,1
German,AUT_002,site_AUT_002_26,N,833,1
German,AUT_002,site_AUT_002_26,Y,868,1
German,AUT_002,site_AUT_002_27,N,652.5,1
German,AUT_002,site_AUT_002_27,Y,688.5,1
German,AUT_002,site_AUT_002_28,N,832.5,0.9166666666666666
German,AUT_002,site_AUT_002_28,Y,688.5,1
German,AUT_002,site_AUT_002_29,N,705,1
German,AUT_002,site_AUT_002_29,Y,724.5,0.9166666666666666
German,AUT_002,site_AUT_002_3,N,772.5,1
German,AUT_002,site_AUT_002_3,Y,716.5,0.8333333333333334
German,AUT_002,site_AUT_002_30,N,652,1
German,AUT_002,site_AUT_002_30,Y,585,1
German,AUT_002,site_AUT_002_31,N,488.5,0.9166666666666666
German,AUT_002,site_AUT_002_31,Y,437,0.9166666666666666
German,AUT_002,site_AUT_002_32,N,721,1
German,AUT_002,site_AUT_002_32,Y,672.5,1
German,AUT_002,site_AUT_002_33,N,597,1
German,AUT_002,site_AUT_002_33,Y,596,0.9166666666666666
German,AUT_002,site_AUT_002_34,N,640,1
German,AUT_002,site_AUT_002_34,Y,668.5,0.9166666666666666
German,AUT_002,site_AUT_002_35,N,561,1
German,AUT_002,site_AUT_002_35,Y,585,1
German,AUT_002,site_AUT_002_36,N,680.5,1
German,AUT_002,site_AUT_002_36,Y,540.5,1
German,AUT_002,site_AUT_002_37,N,576.5,1
German,AUT_002,site_AUT_002_37,Y,513.5,1
German,AUT_002,site_AUT_002_38,N,721.5,1
German,AUT_002,site_AUT_002_38,Y,708.5,1
German,AUT_002,site_AUT_002_39,N,528.5,0.9166666666666666
German,AUT_002,site_AUT_002_39,Y,533,1
German,AUT_002,site_AUT_002_4,N,493.5,1
German,AUT_002,site_AUT_002_4,Y,528.5,0.8333333333333334
German,AUT_002,site_AUT_002_40,N,532,0.8333333333333334
German,AUT_002,site_AUT_002_40,Y,585,0.9166666666666666
German,AUT_002,site_AUT_002_41,N,520.5,1
German,AUT_002,site_AUT_002_41,Y,573,1
German,AUT_002,site_AUT_002_42,N,NA,51.583333333333336
German,AUT_002,site_AUT_002_42,Y,436.5,1
German,AUT_002,site_AUT_002_43,N,504.5,0.9166666666666666
German,AUT_002,site_AUT_002_43,Y,524.5,1
German,AUT_002,site_AUT_002_44,N,804.5,0.8333333333333334
German,AUT_002,site_AUT_002_44,Y,760.5,0.9166666666666666
German,AUT_002,site_AUT_002_45,N,589,0.9166666666666666
German,AUT_002,site_AUT_002_45,Y,500.5,1
German,AUT_002,site_AUT_002_46,N,544.5,1
German,AUT_002,site_AUT_002_46,Y,540.5,1
German,AUT_002,site_AUT_002_47,N,444,1
German,AUT_002,site_AUT_002_47,Y,460.5,0.9166666666666666
German,AUT_002,site_AUT_002_48,N,793.5,0.9166666666666666
German,AUT_002,site_AUT_002_48,Y,788,0.8333333333333334
German,AUT_002,site_AUT_002_49,N,600,1
German,AUT_002,site_AUT_002_49,Y,565,1
German,AUT_002,site_AUT_002_5,N,473,0.9166666666666666
German,AUT_002,site_AUT_002_5,Y,465,0.8333333333333334
German,AUT_002,site_AUT_002_50,N,636.5,0.9166666666666666
German,AUT_002,site_AUT_002_50,Y,609,1
German,AUT_002,site_AUT_002_51,N,580.5,1
German,AUT_002,site_AUT_002_51,Y,601,1
German,AUT_002,site_AUT_002_52,N,605,0.9166666666666666
German,AUT_002,site_AUT_002_52,Y,633,0.9166666666666666
German,AUT_002,site_AUT_002_53,N,464,1
German,AUT_002,site_AUT_002_53,Y,493.5,1
German,AUT_002,site_AUT_002_54,N,628.5,1
German,AUT_002,site_AUT_002_54,Y,676.5,1
German,AUT_002,site_AUT_002_56,N,628.5,0.9166666666666666
German,AUT_002,site_AUT_002_56,Y,604,0.8333333333333334
German,AUT_002,site_AUT_002_57,N,517,0.9166666666666666
German,AUT_002,site_AUT_002_57,Y,500,1
German,AUT_002,site_AUT_002_58,N,586,0.75
German,AUT_002,site_AUT_002_58,Y,617,0.9166666666666666
German,AUT_002,site_AUT_002_59,N,616.5,1
German,AUT_002,site_AUT_002_59,Y,676,1
German,AUT_002,site_AUT_002_6,N,669,1
German,AUT_002,site_AUT_002_6,Y,589.5,1
German,AUT_002,site_AUT_002_60,N,508.5,0.9166666666666666
German,AUT_002,site_AUT_002_60,Y,536,1
German,AUT_002,site_AUT_002_61,N,420.5,0.8333333333333334
German,AUT_002,site_AUT_002_61,Y,453,0.8333333333333334
German,AUT_002,site_AUT_002_62,N,585,0.9166666666666666
German,AUT_002,site_AUT_002_62,Y,668,1
German,AUT_002,site_AUT_002_63,N,508.5,0.8333333333333334
German,AUT_002,site_AUT_002_63,Y,400.5,1
German,AUT_002,site_AUT_002_64,N,641.5,1
German,AUT_002,site_AUT_002_64,Y,660.5,1
German,AUT_002,site_AUT_002_65,N,665,0.9166666666666666
German,AUT_002,site_AUT_002_65,Y,616,0.9166666666666666
German,AUT_002,site_AUT_002_66,N,628.5,1
German,AUT_002,site_AUT_002_66,Y,545,1
German,AUT_002,site_AUT_002_67,N,684.5,1
German,AUT_002,site_AUT_002_67,Y,629,1
German,AUT_002,site_AUT_002_68,N,625,1
German,AUT_002,site_AUT_002_68,Y,608.5,0.9166666666666666
German,AUT_002,site_AUT_002_69,N,640.5,1
German,AUT_002,site_AUT_002_69,Y,592.5,1
German,AUT_002,site_AUT_002_7,N,656,0.9166666666666666
German,AUT_002,site_AUT_002_7,Y,672,0.9166666666666666
German,AUT_002,site_AUT_002_70,N,485,1
German,AUT_002,site_AUT_002_70,Y,648.5,0.9166666666666666
German,AUT_002,site_AUT_002_71,N,653,1
German,AUT_002,site_AUT_002_71,Y,559.5,1
German,AUT_002,site_AUT_002_72,N,545,0.9166666666666666
German,AUT_002,site_AUT_002_72,Y,592.5,1
German,AUT_002,site_AUT_002_73,N,760.5,1
German,AUT_002,site_AUT_002_73,Y,805.5,0.9166666666666666
German,AUT_002,site_AUT_002_74,N,600,0.9166666666666666
German,AUT_002,site_AUT_002_74,Y,432,1
German,AUT_002,site_AUT_002_75,N,652,1
German,AUT_002,site_AUT_002_75,Y,557.5,0.9166666666666666
German,AUT_002,site_AUT_002_76,N,525,1
German,AUT_002,site_AUT_002_76,Y,460.5,1
German,AUT_002,site_AUT_002_77,N,601,1
German,AUT_002,site_AUT_002_77,Y,517.5,1
German,AUT_002,site_AUT_002_78,N,488,1
German,AUT_002,site_AUT_002_78,Y,613,0.9166666666666666
German,AUT_002,site_AUT_002_79,N,500.5,0.9166666666666666
German,AUT_002,site_AUT_002_79,Y,460.5,0.9166666666666666
German,AUT_002,site_AUT_002_8,N,564.5,0.8333333333333334
German,AUT_002,site_AUT_002_8,Y,593.5,0.9166666666666666
German,AUT_002,site_AUT_002_80,N,628,0.9166666666666666
German,AUT_002,site_AUT_002_80,Y,572,1
German,AUT_002,site_AUT_002_81,N,528.5,1
German,AUT_002,site_AUT_002_81,Y,585,1
German,AUT_002,site_AUT_002_82,N,676.5,1
German,AUT_002,site_AUT_002_82,Y,652.5,0.9166666666666666
German,AUT_002,site_AUT_002_83,N,848,1
German,AUT_002,site_AUT_002_83,Y,780.5,1
German,AUT_002,site_AUT_002_84,N,589,1
German,AUT_002,site_AUT_002_84,Y,545,1
German,AUT_002,site_AUT_002_85,N,481,1
German,AUT_002,site_AUT_002_85,Y,441,0.9166666666666666
German,AUT_002,site_AUT_002_86,N,508.5,0.9166666666666666
German,AUT_002,site_AUT_002_86,Y,584.5,0.6666666666666666
German,AUT_002,site_AUT_002_87,N,852.5,1
German,AUT_002,site_AUT_002_87,Y,644.5,1
German,AUT_002,site_AUT_002_88,N,1108,0.9166666666666666
German,AUT_002,site_AUT_002_88,Y,977,1
German,AUT_002,site_AUT_002_89,N,1005.5,0.9166666666666666
German,AUT_002,site_AUT_002_89,Y,1060,1
German,AUT_002,site_AUT_002_9,N,532,1
German,AUT_002,site_AUT_002_9,Y,556.5,0.9166666666666666
German,AUT_002,site_AUT_002_90,N,716,0.9166666666666666
German,AUT_002,site_AUT_002_90,Y,740.5,1
German,AUT_002,site_AUT_002_91,N,544.5,1
German,AUT_002,site_AUT_002_91,Y,673.5,1
German,AUT_002,site_AUT_002_92,N,445,1
German,AUT_002,site_AUT_002_92,Y,457,1
German,AUT_002,site_AUT_002_93,N,476.5,1
German,AUT_002,site_AUT_002_93,Y,508.5,1
German,AUT_002,site_AUT_002_94,N,645,0.9166666666666666
German,AUT_002,site_AUT_002_94,Y,976.5,0.9166666666666666
German,AUT_002,site_AUT_002_95,N,632,1
German,AUT_002,site_AUT_002_95,Y,637,1
German,AUT_002,site_AUT_002_96,N,441,0.9166666666666666
German,AUT_002,site_AUT_002_96,Y,460.5,1
German,AUT_002,site_AUT_002_97,N,644,0.9166666666666666
German,AUT_002,site_AUT_002_97,Y,596.5,1
German,AUT_002,site_AUT_002_98,N,552.5,0.9166666666666666
German,AUT_002,site_AUT_002_98,Y,492.5,0.9166666666666666
German,AUT_002,site_AUT_002_99,N,484.5,0.8333333333333334
German,AUT_002,site_AUT_002_99,Y,532.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_1,N,653,0.8333333333333334
Greek,GRC_002,site_GRC_002_1,Y,585.5,0.75
Greek,GRC_002,site_GRC_002_10,N,601,1
Greek,GRC_002,site_GRC_002_10,Y,768.5,0.8333333333333334
Greek,GRC_002,site_GRC_002_100,N,861.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_100,Y,734.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_11,N,1049,0.6666666666666666
Greek,GRC_002,site_GRC_002_11,Y,881,0.9166666666666666
Greek,GRC_002,site_GRC_002_12,N,1088.5,0.6666666666666666
Greek,GRC_002,site_GRC_002_12,Y,1044,0.8333333333333334
Greek,GRC_002,site_GRC_002_13,N,652,1
Greek,GRC_002,site_GRC_002_13,Y,642.5,1
Greek,GRC_002,site_GRC_002_14,N,752,1
Greek,GRC_002,site_GRC_002_14,Y,632.5,1
Greek,GRC_002,site_GRC_002_15,N,913.5,1
Greek,GRC_002,site_GRC_002_15,Y,999,0.75
Greek,GRC_002,site_GRC_002_16,N,498.5,1
Greek,GRC_002,site_GRC_002_16,Y,527.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_17,N,643,0.75
Greek,GRC_002,site_GRC_002_17,Y,518.5,1
Greek,GRC_002,site_GRC_002_18,N,742.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_18,Y,896,0.75
Greek,GRC_002,site_GRC_002_19,N,861,0.6666666666666666
Greek,GRC_002,site_GRC_002_19,Y,1032,0.8333333333333334
Greek,GRC_002,site_GRC_002_2,N,781,0.9166666666666666
Greek,GRC_002,site_GRC_002_2,Y,814,0.8333333333333334
Greek,GRC_002,site_GRC_002_20,N,694,0.9166666666666666
Greek,GRC_002,site_GRC_002_20,Y,614,1
Greek,GRC_002,site_GRC_002_21,N,1384.5,1
Greek,GRC_002,site_GRC_002_21,Y,1291,0.8333333333333334
Greek,GRC_002,site_GRC_002_22,N,808,0.75
Greek,GRC_002,site_GRC_002_22,Y,1128.5,1
Greek,GRC_002,site_GRC_002_23,N,432.5,1
Greek,GRC_002,site_GRC_002_23,Y,452.5,0.8333333333333334
Greek,GRC_002,site_GRC_002_24,N,1038.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_24,Y,914,0.9166666666666666
Greek,GRC_002,site_GRC_002_25,N,836.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_25,Y,813.5,1
Greek,GRC_002,site_GRC_002_26,N,1025,0.9166666666666666
Greek,GRC_002,site_GRC_002_26,Y,969,0.9166666666666666
Greek,GRC_002,site_GRC_002_27,N,1095.5,0.6666666666666666
Greek,GRC_002,site_GRC_002_27,Y,1073,1
Greek,GRC_002,site_GRC_002_28,N,913.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_28,Y,839.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_29,N,1007.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_29,Y,1184.5,0.8333333333333334
Greek,GRC_002,site_GRC_002_3,N,498,0.8333333333333334
Greek,GRC_002,site_GRC_002_3,Y,431,1
Greek,GRC_002,site_GRC_002_30,N,1004,0.75
Greek,GRC_002,site_GRC_002_30,Y,988.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_31,N,625,1
Greek,GRC_002,site_GRC_002_31,Y,820.5,0.8333333333333334
Greek,GRC_002,site_GRC_002_32,N,695,0.9166666666666666
Greek,GRC_002,site_GRC_002_32,Y,577,0.9166666666666666
Greek,GRC_002,site_GRC_002_33,N,820,0.8333333333333334
Greek,GRC_002,site_GRC_002_33,Y,759.5,0.9166666666666666
Greek,GRC_002,site_GRC_002_34,N,868,1
Greek,GRC_002,site_GRC_002_34,Y,740,0.6666666666666666
Greek,GRC_002,site_GRC_002_35,N,821,0.8333333333333334
Greek,GRC_002,site_GRC_002_35,Y,825,0.9166666666666666
Greek,GRC_002,site_GRC_002_36,N,701,1
Greek,GRC_002,site_GRC_002_36,Y,662,1
Greek,GRC_002,site_GRC_002_37,N,494,1
Greek,GRC_002,site_GRC_002_37,Y,476,1
